АВС/ DEF;От;До;Регион
902;6228045;6228095;Тюменская обл.
902;6228096;6228096;Тюменская область
902;6228097;6228129;Тюменская обл.
902;6228130;6228130;Тюменская область
902;6228131;6228243;Тюменская обл.
902;6228244;6228245;Тюменская область
902;6228246;6228356;Тюменская обл.
902;6228357;6228357;Тюменская область
902;6228358;6228386;Тюменская обл.
902;6228387;6228388;Тюменская область
902;6228389;6228396;Тюменская обл.
902;6228397;6228397;Тюменская область
902;6228398;6228513;Тюменская обл.
902;6228514;6228516;Тюменская область
902;6228517;6228849;Тюменская обл.
902;6228850;6228850;Тюменская область
902;6228851;6228858;Тюменская обл.
902;6228859;6228859;Тюменская область
902;6228860;6228860;Тюменская обл.
902;6228861;6228863;Тюменская область
902;6228864;6228877;Тюменская обл.
902;6228878;6228878;Тюменская область
902;6228879;6228899;Тюменская обл.
902;6228900;6228900;Тюменская область
902;6228901;6228947;Тюменская обл.
902;6228948;6228948;Тюменская область
902;6228949;6228976;Тюменская обл.
902;6228977;6228977;Тюменская область
902;6228978;6228988;Тюменская обл.
902;6228989;6228989;Тюменская область
902;6228990;6228990;Тюменская обл.
902;6228991;6228991;Тюменская область
902;6228992;6228993;Тюменская обл.
902;6228994;6228994;Тюменская область
902;6228995;6229176;Тюменская обл.
902;6229177;6229177;Тюменская область
902;6229178;6229259;Тюменская обл.
902;6229260;6229260;Тюменская область
902;6229261;6229648;Тюменская обл.
902;6229649;6229649;Тюменская область
902;6229650;6229694;Тюменская обл.
902;6229695;6229695;Тюменская область
902;6229696;6229739;Тюменская обл.
902;6229740;6229740;Тюменская область
902;6229741;6229747;Тюменская обл.
902;6229748;6229748;Тюменская область
902;6229749;6229757;Тюменская обл.
902;6229758;6229758;Тюменская область
902;6229759;6229761;Тюменская обл.
902;6229762;6229762;Тюменская область
902;6229763;6229778;Тюменская обл.
902;6229779;6229779;Тюменская область
902;6229780;6229781;Тюменская обл.
902;6229782;6229782;Тюменская область
902;6229783;6229791;Тюменская обл.
902;6229792;6229792;Тюменская область
902;6229793;6229851;Тюменская обл.
902;6229852;6229852;Тюменская область
902;6229853;6229922;Тюменская обл.
902;6229923;6229923;Тюменская область
902;6229924;6229970;Тюменская обл.
902;6229971;6229972;Тюменская область
902;6229973;6229976;Тюменская обл.
902;6229977;6229977;Тюменская область
902;6229978;6230062;Тюменская обл.
902;6230063;6230063;Тюменская область
902;6230064;6230199;Тюменская обл.
902;6230200;6230200;Тюменская область
902;6230201;6230324;Тюменская обл.
902;6230325;6230326;Тюменская область
902;6230327;6230361;Тюменская обл.
902;6230362;6230362;Тюменская область
902;6230363;6230493;Тюменская обл.
902;6230494;6230494;Тюменская область
902;6230495;6230798;Тюменская обл.
902;6230799;6230799;Тюменская область
902;6230800;6230801;Тюменская обл.
902;6230802;6230802;Тюменская область
902;6230803;6230849;Тюменская обл.
902;6230850;6230850;Тюменская область
902;6230851;6230880;Тюменская обл.
902;6230881;6230881;Тюменская область
902;6230882;6231408;Тюменская обл.
902;6231409;6231409;Тюменская область
902;6231410;6231410;Тюменская обл.
902;6231411;6231411;Тюменская область
902;6231412;6231419;Тюменская обл.
902;6231420;6231422;Тюменская область
902;6231423;6231438;Тюменская обл.
902;6231439;6231439;Тюменская область
902;6231440;6231470;Тюменская обл.
902;6231471;6231471;Тюменская область
902;6231472;6231481;Тюменская обл.
902;6231482;6231482;Тюменская область
902;6231483;6231483;Тюменская обл.
902;6231484;6231484;Тюменская область
902;6231485;6231822;Тюменская обл.
902;6231823;6231823;Тюменская область
902;6231824;6232306;Тюменская обл.
902;6232307;6232307;Тюменская область
902;6232308;6233337;Тюменская обл.
902;6233338;6233338;Тюменская область
902;6233339;6234476;Тюменская обл.
902;6234477;6234477;Тюменская область
902;6234478;6235439;Тюменская обл.
902;6235440;6235440;Тюменская область
902;6235441;6236634;Тюменская обл.
902;6236635;6236635;Тюменская область
902;6236636;6236764;Тюменская обл.
902;6236765;6236765;Тюменская область
902;6236766;6237951;Тюменская обл.
902;6237952;6237952;Тюменская область
902;6237953;6238065;Тюменская обл.
902;6238066;6238066;Тюменская область
902;6238067;6238071;Тюменская обл.
902;6238072;6238072;Тюменская область
902;6238073;6238106;Тюменская обл.
902;6238107;6238107;Тюменская область
902;6238108;6238121;Тюменская обл.
902;6238122;6238122;Тюменская область
902;6238123;6238232;Тюменская обл.
902;6238233;6238233;Тюменская область
902;6238234;6238282;Тюменская обл.
902;6238283;6238283;Тюменская область
902;6238284;6238343;Тюменская обл.
902;6238344;6238344;Тюменская область
902;6238345;6238854;Тюменская обл.
902;6238855;6238855;Тюменская область
902;6238856;6238964;Тюменская обл.
902;6238965;6238965;Тюменская область
902;6238966;6238980;Тюменская обл.
902;6238981;6238981;Тюменская область
902;6238982;6238990;Тюменская обл.
902;6238991;6238991;Тюменская область
902;6238992;6238996;Тюменская обл.
902;6238997;6238997;Тюменская область
902;6238998;6239018;Тюменская обл.
902;6239019;6239019;Тюменская область
902;6239020;6239060;Тюменская обл.
902;6239061;6239061;Тюменская область
902;6239062;6239062;Тюменская обл.
902;6239063;6239063;Тюменская область
902;6239064;6239065;Тюменская обл.
902;6239066;6239066;Тюменская область
902;6239067;6239077;Тюменская обл.
902;6239078;6239078;Тюменская область
902;6239079;6239084;Тюменская обл.
902;6239085;6239085;Тюменская область
902;6239086;6239092;Тюменская обл.
902;6239093;6239093;Тюменская область
902;6239094;6239127;Тюменская обл.
902;6239128;6239128;Тюменская область
902;6239129;6239758;Тюменская обл.
902;6239759;6239759;Тюменская область
902;6239760;6239768;Тюменская обл.
902;6239769;6239769;Тюменская область
902;6239770;6239847;Тюменская обл.
902;6239848;6239848;Тюменская область
902;6239849;6239874;Тюменская обл.
902;6239875;6239876;Тюменская область
902;6239877;6240367;Тюменская обл.
902;6240368;6240368;Тюменская область
902;6240369;6240389;Тюменская обл.
902;6240390;6240390;Тюменская область
902;6240391;6240393;Тюменская обл.
902;6240394;6240394;Тюменская область
902;6240395;6240406;Тюменская обл.
902;6240407;6240407;Тюменская область
902;6240408;6240497;Тюменская обл.
902;6240498;6240498;Тюменская область
902;6240499;6240548;Тюменская обл.
902;6240549;6240549;Тюменская область
902;6240550;6240557;Тюменская обл.
902;6240558;6240558;Тюменская область
902;6240559;6240591;Тюменская обл.
902;6240592;6240592;Тюменская область
902;6240593;6240613;Тюменская обл.
902;6240614;6240614;Тюменская область
902;6240615;6240624;Тюменская обл.
902;6240625;6240625;Тюменская область
902;6240626;6240637;Тюменская обл.
902;6240638;6240638;Тюменская область
902;6240639;6240669;Тюменская обл.
902;6240670;6240670;Тюменская область
902;6240671;6240677;Тюменская обл.
902;6240678;6240678;Тюменская область
902;6240679;6241002;Тюменская обл.
902;6241003;6241003;Тюменская область
902;6241004;6241044;Тюменская обл.
902;6241045;6241045;Тюменская область
902;6241046;6241158;Тюменская обл.
902;6241159;6241159;Тюменская область
902;6241160;6241224;Тюменская обл.
902;6241225;6241225;Тюменская область
902;6241226;6241324;Тюменская обл.
902;6241325;6241325;Тюменская область
902;6241326;6241344;Тюменская обл.
902;6241345;6241345;Тюменская область
902;6241346;6241461;Тюменская обл.
902;6241462;6241462;Тюменская область
902;6241463;6241569;Тюменская обл.
902;6241570;6241570;Тюменская область
902;6241571;6241606;Тюменская обл.
902;6241607;6241607;Тюменская область
902;6241608;6241619;Тюменская обл.
902;6241620;6241620;Тюменская область
902;6241621;6242009;Тюменская обл.
902;6242010;6242010;Тюменская область
902;6242011;6242607;Тюменская обл.
902;6242608;6242608;Тюменская область
902;6242609;6242828;Тюменская обл.
902;6242829;6242829;Тюменская область
902;6242830;6242861;Тюменская обл.
902;6242862;6242862;Тюменская область
902;6242863;6242898;Тюменская обл.
902;6242899;6242899;Тюменская область
902;6242900;6242901;Тюменская обл.
902;6242902;6242902;Тюменская область
902;6242903;6242910;Тюменская обл.
902;6242911;6242911;Тюменская область
902;6242912;6242942;Тюменская обл.
902;6242943;6242943;Тюменская область
902;6242944;6242950;Тюменская обл.
902;6242951;6242951;Тюменская область
902;6242952;6243023;Тюменская обл.
902;6243024;6243024;Тюменская область
902;6243025;6243049;Тюменская обл.
902;6243050;6243050;Тюменская область
902;6243051;6243078;Тюменская обл.
902;6243079;6243079;Тюменская область
902;6243080;6243095;Тюменская обл.
902;6243096;6243096;Тюменская область
902;6243097;6243807;Тюменская обл.
902;6243808;6243808;Тюменская область
902;6243809;6243841;Тюменская обл.
902;6243842;6243842;Тюменская область
902;6243843;6243843;Тюменская обл.
902;6243844;6243844;Тюменская область
902;6243845;6243848;Тюменская обл.
902;6243849;6243849;Тюменская область
902;6243850;6243866;Тюменская обл.
902;6243867;6243867;Тюменская область
902;6243868;6243913;Тюменская обл.
902;6243914;6243914;Тюменская область
902;6243915;6243943;Тюменская обл.
902;6243944;6243944;Тюменская область
902;6243945;6243950;Тюменская обл.
902;6243951;6243951;Тюменская область
902;6243952;6244025;Тюменская обл.
902;6244026;6244026;Тюменская область
902;6244027;6244087;Тюменская обл.
902;6244088;6244088;Тюменская область
902;6244089;6244100;Тюменская обл.
902;6244101;6244101;Тюменская область
902;6244102;6244155;Тюменская обл.
902;6244156;6244156;Тюменская область
902;6244157;6244204;Тюменская обл.
902;6244205;6244205;Тюменская область
902;6244206;6244228;Тюменская обл.
902;6244229;6244229;Тюменская область
902;6244230;6244252;Тюменская обл.
902;6244253;6244253;Тюменская область
902;6244254;6244713;Тюменская обл.
902;6244714;6244714;Тюменская область
902;6244715;6244716;Тюменская обл.
902;6244717;6244717;Тюменская область
902;6244718;6244720;Тюменская обл.
902;6244721;6244721;Тюменская область
902;6244722;6244756;Тюменская обл.
902;6244757;6244758;Тюменская область
902;6244759;6244780;Тюменская обл.
902;6244781;6244781;Тюменская область
902;6244782;6244787;Тюменская обл.
902;6244788;6244788;Тюменская область
902;6244789;6244792;Тюменская обл.
902;6244793;6244793;Тюменская область
902;6244794;6244794;Тюменская обл.
902;6244795;6244795;Тюменская область
902;6244796;6244805;Тюменская обл.
902;6244806;6244806;Тюменская область
902;6244807;6244816;Тюменская обл.
902;6244817;6244817;Тюменская область
902;6244818;6244829;Тюменская обл.
902;6244830;6244830;Тюменская область
902;6244831;6244858;Тюменская обл.
902;6244859;6244859;Тюменская область
902;6244860;6244886;Тюменская обл.
902;6244887;6244887;Тюменская область
902;6244888;6244905;Тюменская обл.
902;6244906;6244907;Тюменская область
902;6244908;6244924;Тюменская обл.
902;6244925;6244925;Тюменская область
902;6244926;6244956;Тюменская обл.
902;6244957;6244957;Тюменская область
902;6244958;6244959;Тюменская обл.
902;6244960;6244960;Тюменская область
902;6244961;6244962;Тюменская обл.
902;6244963;6244963;Тюменская область
902;6244964;6244981;Тюменская обл.
902;6244982;6244982;Тюменская область
902;6244983;6245021;Тюменская обл.
902;6245022;6245022;Тюменская область
902;6245023;6245028;Тюменская обл.
902;6245029;6245029;Тюменская область
902;6245030;6245078;Тюменская обл.
902;6245079;6245079;Тюменская область
902;6245080;6245089;Тюменская обл.
902;6245090;6245090;Тюменская область
902;6245091;6245091;Тюменская обл.
902;6245092;6245092;Тюменская область
902;6245093;6245102;Тюменская обл.
902;6245103;6245103;Тюменская область
902;6245104;6245117;Тюменская обл.
902;6245118;6245118;Тюменская область
902;6245119;6245122;Тюменская обл.
902;6245123;6245123;Тюменская область
902;6245124;6245132;Тюменская обл.
902;6245133;6245133;Тюменская область
902;6245134;6245134;Тюменская обл.
902;6245135;6245135;Тюменская область
902;6245136;6245137;Тюменская обл.
902;6245138;6245138;Тюменская область
902;6245139;6245139;Тюменская обл.
902;6245140;6245141;Тюменская область
902;6245142;6245151;Тюменская обл.
902;6245152;6245152;Тюменская область
902;6245153;6245156;Тюменская обл.
902;6245157;6245157;Тюменская область
902;6245158;6245528;Тюменская обл.
902;6245529;6245529;Тюменская область
902;6245530;6245536;Тюменская обл.
902;6245537;6245537;Тюменская область
902;6245538;6245650;Тюменская обл.
902;6245651;6245651;Тюменская область
902;6245652;6245675;Тюменская обл.
902;6245676;6245676;Тюменская область
902;6245677;6245687;Тюменская обл.
902;6245688;6245688;Тюменская область
902;6245689;6245739;Тюменская обл.
902;6245740;6245740;Тюменская область
902;6245741;6245751;Тюменская обл.
902;6245752;6245752;Тюменская область
902;6245753;6245753;Тюменская обл.
902;6245754;6245754;Тюменская область
902;6245755;6245762;Тюменская обл.
902;6245763;6245764;Тюменская область
902;6245765;6245774;Тюменская обл.
902;6245775;6245775;Тюменская область
902;6245776;6245824;Тюменская обл.
902;6245825;6245825;Тюменская область
902;6245826;6245829;Тюменская обл.
902;6245830;6245830;Тюменская область
902;6245831;6245832;Тюменская обл.
902;6245833;6245833;Тюменская область
902;6245834;6245837;Тюменская обл.
902;6245838;6245838;Тюменская область
902;6245839;6245869;Тюменская обл.
902;6245870;6245870;Тюменская область
902;6245871;6245885;Тюменская обл.
902;6245886;6245886;Тюменская область
902;6245887;6245888;Тюменская обл.
902;6245889;6245889;Тюменская область
902;6245890;6245897;Тюменская обл.
902;6245898;6245898;Тюменская область
902;6245899;6245901;Тюменская обл.
902;6245902;6245902;Тюменская область
902;6245903;6245903;Тюменская обл.
902;6245904;6245904;Тюменская область
902;6245905;6245908;Тюменская обл.
902;6245909;6245909;Тюменская область
902;6245910;6245911;Тюменская обл.
902;6245912;6245912;Тюменская область
902;6245913;6245931;Тюменская обл.
902;6245932;6245932;Тюменская область
902;6245933;6245959;Тюменская обл.
902;6245960;6245960;Тюменская область
902;6245961;6245968;Тюменская обл.
902;6245969;6245969;Тюменская область
902;6245970;6245971;Тюменская обл.
902;6245972;6245972;Тюменская область
902;6245973;6245986;Тюменская обл.
902;6245987;6245987;Тюменская область
902;6245988;6245992;Тюменская обл.
902;6245993;6245993;Тюменская область
902;6245994;6246006;Тюменская обл.
902;6246007;6246007;Тюменская область
902;6246008;6246034;Тюменская обл.
902;6246035;6246036;Тюменская область
902;6246037;6246058;Тюменская обл.
902;6246059;6246059;Тюменская область
902;6246060;6246081;Тюменская обл.
902;6246082;6246082;Тюменская область
902;6246083;6246433;Тюменская обл.
902;6246434;6246434;Тюменская область
902;6246435;6246573;Тюменская обл.
902;6246574;6246574;Тюменская область
902;6246575;6246583;Тюменская обл.
902;6246584;6246584;Тюменская область
902;6246585;6246593;Тюменская обл.
902;6246594;6246594;Тюменская область
902;6246595;6246601;Тюменская обл.
902;6246602;6246602;Тюменская область
902;6246603;6246613;Тюменская обл.
902;6246614;6246614;Тюменская область
902;6246615;6246654;Тюменская обл.
902;6246655;6246655;Тюменская область
902;6246656;6246679;Тюменская обл.
902;6246680;6246680;Тюменская область
902;6246681;6246685;Тюменская обл.
902;6246686;6246686;Тюменская область
902;6246687;6246697;Тюменская обл.
902;6246698;6246698;Тюменская область
902;6246699;6246720;Тюменская обл.
902;6246721;6246722;Тюменская область
902;6246723;6246769;Тюменская обл.
902;6246770;6246771;Тюменская область
902;6246772;6246779;Тюменская обл.
902;6246780;6246780;Тюменская область
902;6246781;6246789;Тюменская обл.
902;6246790;6246790;Тюменская область
902;6246791;6246792;Тюменская обл.
902;6246793;6246793;Тюменская область
902;6246794;6246794;Тюменская обл.
902;6246795;6246795;Тюменская область
902;6246796;6246928;Тюменская обл.
902;6246929;6246929;Тюменская область
902;6246930;6247009;Тюменская обл.
902;6247010;6247010;Тюменская область
902;6247011;6247029;Тюменская обл.
902;6247030;6247030;Тюменская область
902;6247031;6247039;Тюменская обл.
902;6247040;6247040;Тюменская область
902;6247041;6247112;Тюменская обл.
902;6247113;6247113;Тюменская область
902;6247114;6247153;Тюменская обл.
902;6247154;6247154;Тюменская область
902;6247155;6247166;Тюменская обл.
902;6247167;6247168;Тюменская область
902;6247169;6247172;Тюменская обл.
902;6247173;6247173;Тюменская область
902;6247174;6247184;Тюменская обл.
902;6247185;6247185;Тюменская область
902;6247186;6247245;Тюменская обл.
902;6247246;6247246;Тюменская область
902;6247247;6247254;Тюменская обл.
902;6247255;6247255;Тюменская область
902;6247256;6247278;Тюменская обл.
902;6247279;6247279;Тюменская область
902;6247280;6247308;Тюменская обл.
902;6247309;6247309;Тюменская область
902;6247310;6247326;Тюменская обл.
902;6247327;6247327;Тюменская область
902;6247328;6247341;Тюменская обл.
902;6247342;6247342;Тюменская область
902;6247343;6247748;Тюменская обл.
902;6247749;6247749;Тюменская область
902;6247750;6248079;Тюменская обл.
902;6248080;6248080;Тюменская область
902;6248081;6248143;Тюменская обл.
902;6248144;6248144;Тюменская область
902;6248145;6248690;Тюменская обл.
902;6248691;6248691;Тюменская область
902;6248692;6248837;Тюменская обл.
902;6248838;6248838;Тюменская область
902;6248839;6248854;Тюменская обл.
902;6248855;6248855;Тюменская область
902;6248856;6248863;Тюменская обл.
902;6248864;6248864;Тюменская область
902;6248865;6248982;Тюменская обл.
902;6248983;6248983;Тюменская область
902;6248984;6249014;Тюменская обл.
902;6249015;6249015;Тюменская область
902;6249016;6249020;Тюменская обл.
902;6249021;6249021;Тюменская область
902;6249022;6249033;Тюменская обл.
902;6249034;6249034;Тюменская область
902;6249035;6249097;Тюменская обл.
902;6249098;6249098;Тюменская область
902;6249099;6249172;Тюменская обл.
902;6249173;6249173;Тюменская область
902;6249174;6249282;Тюменская обл.
902;6249283;6249283;Тюменская область
902;6249284;6249335;Тюменская обл.
902;6249336;6249336;Тюменская область
902;6249337;6249605;Тюменская обл.
902;6249606;6249606;Тюменская область
902;6249607;6249963;Тюменская обл.
902;6249964;6249964;Тюменская область
902;6249965;6249999;Тюменская обл.
902;6250000;6250022;Ямало-Ненецкий АО
902;6250023;6250023;Ямало - Ненецкий АО
902;6250024;6250097;Ямало-Ненецкий АО
902;6250098;6250098;Ямало - Ненецкий АО
902;6250099;6250114;Ямало-Ненецкий АО
902;6250115;6250115;Ямало - Ненецкий АО
902;6250116;6250119;Ямало-Ненецкий АО
902;6250120;6250120;Ямало - Ненецкий АО
902;6250121;6250125;Ямало-Ненецкий АО
902;6250126;6250126;Ямало - Ненецкий АО
902;6250127;6250132;Ямало-Ненецкий АО
902;6250133;6250133;Ямало - Ненецкий АО
902;6250134;6250141;Ямало-Ненецкий АО
902;6250142;6250142;Ямало - Ненецкий АО
902;6250143;6250143;Ямало-Ненецкий АО
902;6250144;6250144;Ямало - Ненецкий АО
902;6250145;6250148;Ямало-Ненецкий АО
902;6250149;6250149;Ямало - Ненецкий АО
902;6250150;6250156;Ямало-Ненецкий АО
902;6250157;6250157;Ямало - Ненецкий АО
902;6250158;6250158;Ямало-Ненецкий АО
902;6250159;6250159;Ямало - Ненецкий АО
902;6250160;6250166;Ямало-Ненецкий АО
902;6250167;6250167;Ямало - Ненецкий АО
902;6250168;6250168;Ямало-Ненецкий АО
902;6250169;6250169;Ямало - Ненецкий АО
902;6250170;6250181;Ямало-Ненецкий АО
902;6250182;6250182;Ямало - Ненецкий АО
902;6250183;6250306;Ямало-Ненецкий АО
902;6250307;6250307;Ямало - Ненецкий АО
902;6250308;6251541;Ямало-Ненецкий АО
902;6251542;6251542;Ямало - Ненецкий АО
902;6251543;6251812;Ямало-Ненецкий АО
902;6251813;6251813;Ямало - Ненецкий АО
902;6251814;6251853;Ямало-Ненецкий АО
902;6251854;6251854;Ямало - Ненецкий АО
902;6251855;6251915;Ямало-Ненецкий АО
902;6251916;6251916;Ямало - Ненецкий АО
902;6251917;6252557;Ямало-Ненецкий АО
902;6252558;6252558;Ямало - Ненецкий АО
902;6252559;6252793;Ямало-Ненецкий АО
902;6252794;6252794;Ямало - Ненецкий АО
902;6252795;6252938;Ямало-Ненецкий АО
902;6252939;6252939;Ямало - Ненецкий АО
902;6252940;6253683;Ямало-Ненецкий АО
902;6253684;6253684;Ямало - Ненецкий АО
902;6253685;6254605;Ямало-Ненецкий АО
902;6254606;6254606;Ямало - Ненецкий АО
902;6254607;6255110;Ямало-Ненецкий АО
902;6255111;6255111;Ямало - Ненецкий АО
902;6255112;6255468;Ямало-Ненецкий АО
902;6255469;6255469;Ямало - Ненецкий АО
902;6255470;6255706;Ямало-Ненецкий АО
902;6255707;6255707;Ямало - Ненецкий АО
902;6255708;6256503;Ямало-Ненецкий АО
902;6256504;6256504;Ямало - Ненецкий АО
902;6256505;6256770;Ямало-Ненецкий АО
902;6256771;6256771;Ямало - Ненецкий АО
902;6256772;6257271;Ямало-Ненецкий АО
902;6257272;6257272;Ямало - Ненецкий АО
902;6257273;6257330;Ямало-Ненецкий АО
902;6257331;6257331;Ямало - Ненецкий АО
902;6257332;6257543;Ямало-Ненецкий АО
902;6257544;6257544;Ямало - Ненецкий АО
902;6257545;6257607;Ямало-Ненецкий АО
902;6257608;6257608;Ямало - Ненецкий АО
902;6257609;6257617;Ямало-Ненецкий АО
902;6257618;6257618;Ямало - Ненецкий АО
902;6257619;6257629;Ямало-Ненецкий АО
902;6257630;6257630;Ямало - Ненецкий АО
902;6257631;6257638;Ямало-Ненецкий АО
902;6257639;6257639;Ямало - Ненецкий АО
902;6257640;6257650;Ямало-Ненецкий АО
902;6257651;6257651;Ямало - Ненецкий АО
902;6257652;6257654;Ямало-Ненецкий АО
902;6257655;6257655;Ямало - Ненецкий АО
902;6257656;6257802;Ямало-Ненецкий АО
902;6257803;6257803;Ямало - Ненецкий АО
902;6257804;6257806;Ямало-Ненецкий АО
902;6257807;6257807;Ямало - Ненецкий АО
902;6257808;6257819;Ямало-Ненецкий АО
902;6257820;6257820;Ямало - Ненецкий АО
902;6257821;6257830;Ямало-Ненецкий АО
902;6257831;6257831;Ямало - Ненецкий АО
902;6257832;6257835;Ямало-Ненецкий АО
902;6257836;6257836;Ямало - Ненецкий АО
902;6257837;6257854;Ямало-Ненецкий АО
902;6257855;6257855;Ямало - Ненецкий АО
902;6257856;6257861;Ямало-Ненецкий АО
902;6257862;6257862;Ямало - Ненецкий АО
902;6257863;6257884;Ямало-Ненецкий АО
902;6257885;6257885;Ямало - Ненецкий АО
902;6257886;6257907;Ямало-Ненецкий АО
902;6257908;6257908;Ямало - Ненецкий АО
902;6257909;6257920;Ямало-Ненецкий АО
902;6257921;6257921;Ямало - Ненецкий АО
902;6257922;6257941;Ямало-Ненецкий АО
902;6257942;6257942;Ямало - Ненецкий АО
902;6257943;6257971;Ямало-Ненецкий АО
902;6257972;6257972;Ямало - Ненецкий АО
902;6257973;6257995;Ямало-Ненецкий АО
902;6257996;6257996;Ямало - Ненецкий АО
902;6257997;6258111;Ямало-Ненецкий АО
902;6258112;6258112;Ямало - Ненецкий АО
902;6258113;6258323;Ямало-Ненецкий АО
902;6258324;6258324;Ямало - Ненецкий АО
902;6258325;6258347;Ямало-Ненецкий АО
902;6258348;6258348;Ямало - Ненецкий АО
902;6258349;6258431;Ямало-Ненецкий АО
902;6258432;6258432;Ямало - Ненецкий АО
902;6258433;6258477;Ямало-Ненецкий АО
902;6258478;6258478;Ямало - Ненецкий АО
902;6258479;6258727;Ямало-Ненецкий АО
902;6258728;6258728;Ямало - Ненецкий АО
902;6258729;6258922;Ямало-Ненецкий АО
902;6258923;6258923;Ямало - Ненецкий АО
902;6258924;6259016;Ямало-Ненецкий АО
902;6259017;6259017;Ямало - Ненецкий АО
902;6259018;6259208;Ямало-Ненецкий АО
902;6259209;6259209;Ямало - Ненецкий АО
902;6259210;6259223;Ямало-Ненецкий АО
902;6259224;6259224;Ямало - Ненецкий АО
902;6259225;6259383;Ямало-Ненецкий АО
902;6259384;6259384;Ямало - Ненецкий АО
902;6259385;6259432;Ямало-Ненецкий АО
902;6259433;6259433;Ямало - Ненецкий АО
902;6259434;6259506;Ямало-Ненецкий АО
902;6259507;6259507;Ямало - Ненецкий АО
902;6259508;6259520;Ямало-Ненецкий АО
902;6259521;6259521;Ямало - Ненецкий АО
902;6259522;6259667;Ямало-Ненецкий АО
902;6259668;6259669;Ямало - Ненецкий АО
902;6259670;6259733;Ямало-Ненецкий АО
902;6259734;6259734;Ямало - Ненецкий АО
902;6259735;6259925;Ямало-Ненецкий АО
902;6259926;6259926;Ямало - Ненецкий АО
902;6259927;6259931;Ямало-Ненецкий АО
902;6259932;6259932;Ямало - Ненецкий АО
902;6259933;6259934;Ямало-Ненецкий АО
902;6259935;6259936;Ямало - Ненецкий АО
902;6259937;6259965;Ямало-Ненецкий АО
902;6259966;6259966;Ямало - Ненецкий АО
902;6259967;6260031;Ямало-Ненецкий АО
902;6260032;6260032;Ямало - Ненецкий АО
902;6260033;6260038;Ямало-Ненецкий АО
902;6260039;6260039;Ямало - Ненецкий АО
902;6260040;6260066;Ямало-Ненецкий АО
902;6260067;6260067;Ямало - Ненецкий АО
902;6260068;6260253;Ямало-Ненецкий АО
902;6260254;6260254;Ямало - Ненецкий АО
902;6260255;6260423;Ямало-Ненецкий АО
902;6260424;6260424;Ямало - Ненецкий АО
902;6260425;6260492;Ямало-Ненецкий АО
902;6260493;6260493;Ямало - Ненецкий АО
902;6260494;6260642;Ямало-Ненецкий АО
902;6260643;6260643;Ямало - Ненецкий АО
902;6260644;6260754;Ямало-Ненецкий АО
902;6260755;6260755;Ямало - Ненецкий АО
902;6260756;6260802;Ямало-Ненецкий АО
902;6260803;6260803;Ямало - Ненецкий АО
902;6260804;6260810;Ямало-Ненецкий АО
902;6260811;6260812;Ямало - Ненецкий АО
902;6260813;6260829;Ямало-Ненецкий АО
902;6260830;6260830;Ямало - Ненецкий АО
902;6260831;6260831;Ямало-Ненецкий АО
902;6260832;6260832;Ямало - Ненецкий АО
902;6260833;6260843;Ямало-Ненецкий АО
902;6260844;6260844;Ямало - Ненецкий АО
902;6260845;6261018;Ямало-Ненецкий АО
902;6261019;6261019;Ямало - Ненецкий АО
902;6261020;6261155;Ямало-Ненецкий АО
902;6261156;6261156;Ямало - Ненецкий АО
902;6261157;6261161;Ямало-Ненецкий АО
902;6261162;6261162;Ямало - Ненецкий АО
902;6261163;6261176;Ямало-Ненецкий АО
902;6261177;6261177;Ямало - Ненецкий АО
902;6261178;6261286;Ямало-Ненецкий АО
902;6261287;6261287;Ямало - Ненецкий АО
902;6261288;6261429;Ямало-Ненецкий АО
902;6261430;6261430;Ямало - Ненецкий АО
902;6261431;6261435;Ямало-Ненецкий АО
902;6261436;6261436;Ямало - Ненецкий АО
902;6261437;6261524;Ямало-Ненецкий АО
902;6261525;6261525;Ямало - Ненецкий АО
902;6261526;6261797;Ямало-Ненецкий АО
902;6261798;6261798;Ямало - Ненецкий АО
902;6261799;6261924;Ямало-Ненецкий АО
902;6261925;6261925;Ямало - Ненецкий АО
902;6261926;6261987;Ямало-Ненецкий АО
902;6261988;6261988;Ямало - Ненецкий АО
902;6261989;6262013;Ямало-Ненецкий АО
902;6262014;6262014;Ямало - Ненецкий АО
902;6262015;6262081;Ямало-Ненецкий АО
902;6262082;6262082;Ямало - Ненецкий АО
902;6262083;6262191;Ямало-Ненецкий АО
902;6262192;6262192;Ямало - Ненецкий АО
902;6262193;6262551;Ямало-Ненецкий АО
902;6262552;6262552;Ямало - Ненецкий АО
902;6262553;6262609;Ямало-Ненецкий АО
902;6262610;6262610;Ямало - Ненецкий АО
902;6262611;6262655;Ямало-Ненецкий АО
902;6262656;6262656;Ямало - Ненецкий АО
902;6262657;6262738;Ямало-Ненецкий АО
902;6262739;6262739;Ямало - Ненецкий АО
902;6262740;6262953;Ямало-Ненецкий АО
902;6262954;6262954;Ямало - Ненецкий АО
902;6262955;6263198;Ямало-Ненецкий АО
902;6263199;6263199;Ямало - Ненецкий АО
902;6263200;6263212;Ямало-Ненецкий АО
902;6263213;6263213;Ямало - Ненецкий АО
902;6263214;6263242;Ямало-Ненецкий АО
902;6263243;6263243;Ямало - Ненецкий АО
902;6263244;6263253;Ямало-Ненецкий АО
902;6263254;6263254;Ямало - Ненецкий АО
902;6263255;6263257;Ямало-Ненецкий АО
